Ordem,UF,Municipio ,Cidade,Admin,Escola,N_alunos,N_participantes,P_Participantes,NSE,NSE,Nivel_Docente,Media_30melhores,Media
977,SP,GUARATINGUETA,interior,Privada,ARMANDO ZOLLNER ESCOLA UNIAO DE SISTEMA DE ENSINO FAZER,50,44,88,Alto,Alto ou Muito Alto,50,576.61,545.66
978,SP,SAO PAULO,capital,Privada,NOSSA SENHORA DAS GRACAS INSTITUTO EDUCACIONAL COLEGIO,15,10,66.67,Alto,Alto ou Muito Alto,53.8,NaN,545.61
979,SP,VOTUPORANGA,interior,Privada,DINAMICA ESCOLA EDUCACAO BASICA DE VOTUPORANGA,27,24,88.89,Alto,Alto ou Muito Alto,70.7,NaN,545.56
980,SP,AMERICANA,interior,Privada,POLITEC COLEGIO,190,130,68.42,Alto,Alto ou Muito Alto,75.9,628.89,545.53
981,SP,RIBEIRAO PRETO,interior,Privada,VIKTOR FRANKL COLEGIO ENSINO MEDIO,20,19,95,Alto,Alto ou Muito Alto,63.4,NaN,545.53
982,SP,ITAPEVI,interior,Privada,BATISTA DE ITAPEVI ESCOLA,21,14,66.67,Alto,Alto ou Muito Alto,58.3,NaN,545.51
983,SP,MOGI DAS CRUZES,interior,Privada,SAO RAPHAEL COLEGIO,13,11,84.62,M‚dio Alto,M‚dio ou M‚dio Alto,40,NaN,545.49
984,SP,SAO PAULO,capital,Privada,CARNEIRO RIBEIRO PROF COLEGIO,18,11,61.11,Muito Alto,Alto ou Muito Alto,54.3,NaN,545.48
985,SP,JABOTICABAL,interior,Privada,COLEGIO MOURA LACERDA,13,12,92.31,Alto,Alto ou Muito Alto,77.5,NaN,545.41
986,SP,BAURU,interior,Privada,CENTRO EDUCACIONAL DE BAURU,36,30,83.33,Muito Alto,Alto ou Muito Alto,66.3,545.4,545.4
987,SP,SANTO ANDRE,interior,Privada,SENADOR FLAQUER COLEGIO,20,18,90,Alto,Alto ou Muito Alto,66.7,NaN,545.38
988,SP,REGENTE FEIJO,interior,Privada,EXITO COLEGIO,24,21,87.5,Alto,Alto ou Muito Alto,70.6,NaN,545.35
989,SP,SAO PAULO,capital,Privada,EMPYRIUS COLEGIO,14,7,50,Alto,Alto ou Muito Alto,64.9,NaN,545.34
990,SP,PRESIDENTE PRUDENTE,interior,Privada,SESI 284 CENTRO EDUCACIONAL,45,40,88.89,Alto,Alto ou Muito Alto,84.6,577.5,545.32
991,SP,FRANCA,interior,Privada,SAMARITANO INSTITUTO DE ENSINO,63,58,92.06,Muito Alto,Alto ou Muito Alto,66.3,591.68,545.28
992,SP,RIO CLARO,interior,Privada,PURISSIMO CORACAO DE MARIA COLEGIO,103,93,90.29,Alto,Alto ou Muito Alto,49.7,615.71,545.27
993,SP,MOGI GUACU,interior,Estadual,EURO ALBINO DE SOUZA ETEC,80,69,86.25,M‚dio Alto,M‚dio ou M‚dio Alto,61.8,591.13,545.18
994,SP,AVARE,interior,Privada,SEDES SAPIENTIAE INSTITUTO DE EDUCACAO,18,9,50,Alto,Alto ou Muito Alto,73.2,NaN,545.18
995,SP,SAO PAULO,capital,Privada,UNIMOR COLEGIO NUCLEO 2,54,46,85.19,Muito Alto,Alto ou Muito Alto,60.9,582.57,545.16
996,SP,OSASCO,interior,Privada,SAO PIO X INSTITUTO,56,44,78.57,Muito Alto,Alto ou Muito Alto,45,577.17,545.1
997,SP,SAO PAULO,capital,Privada,CASAGRANDE COLEGIO,20,13,65,Alto,Alto ou Muito Alto,80.9,NaN,545.05
998,SP,TABOAO DA SERRA,interior,Privada,ADVENTISTA DE TABOAO DA SERRA COLEGIO,71,48,67.61,Alto,Alto ou Muito Alto,52.1,586.83,545.04
999,SP,SANTO ANDRE,interior,Privada,SANTO ANDRE COLEGIO FUNDACAO,43,40,93.02,Muito Alto,Alto ou Muito Alto,61.8,567.53,544.92
1000,SP,JAGUARIUNA,interior,Privada,OBJETIVO DE JAGUARIUNA COLEGIO UNIDADE I,22,21,95.45,Muito Alto,Alto ou Muito Alto,68.6,NaN,544.85
1001,SP,PAULINIA,interior,Privada,COSMOS DE PAULINIA COLEGIO,18,14,77.78,Alto,Alto ou Muito Alto,50,NaN,544.77
1002,SP,LEME,interior,Privada,COOPEL,31,29,93.55,Muito Alto,Alto ou Muito Alto,58.1,NaN,544.77
1003,SP,SAO PAULO,capital,Privada,NOSSA SENHORA SAGRADO CORACAO EXTERNATO,42,27,64.29,Alto,Alto ou Muito Alto,73.7,NaN,544.74
1004,SP,UBATUBA,interior,Privada,COOPERATIVA EDUCACIONAL DE UBATUBA,17,17,100,Alto,Alto ou Muito Alto,63.9,NaN,544.74
1005,SP,MOGI GUACU,interior,Privada,CESAR LATES COLEGIO,20,18,90,Muito Alto,Alto ou Muito Alto,28.6,NaN,544.73
1006,SP,SAO PAULO,capital,Privada,VISCONDE DE PORTO SEGURO ESCOLA DA COMUNIDADE,98,91,92.86,M‚dio Alto,M‚dio ou M‚dio Alto,56,610.89,544.71
1007,SP,CASA BRANCA,interior,Privada,COLEGIO COOPERPRO - CASA BRANCA - SP - EBP,26,24,92.31,Alto,Alto ou Muito Alto,83.9,NaN,544.64
1008,SP,LIMEIRA,interior,Privada,NOVO ACADEMICO COLEGIO,13,11,84.62,Muito Alto,Alto ou Muito Alto,57.1,NaN,544.58
1009,SP,ITAPEVA,interior,Privada,SESI 399 CENTRO EDUCACIONAL,36,34,94.44,Alto,Alto ou Muito Alto,76.6,553.14,544.56
1010,SP,SAO PAULO,capital,Privada,TERRAMAR COLEGIO,60,43,71.67,Alto,Alto ou Muito Alto,76.9,572.51,544.49
1011,SP,ILHA SOLTEIRA,interior,Privada,ILHA SOLTEIRA COLEGIO PRE UNIVERSITARIO,30,29,96.67,Muito Alto,Alto ou Muito Alto,73.8,NaN,544.46
1012,SP,SAO PAULO,capital,Privada,CASTRO ALVES COLEGIO,31,28,90.32,Alto,Alto ou Muito Alto,51,NaN,544.44
1013,SP,SAO PAULO,capital,Privada,CAMPOS SALLES COLEGIO UNIDADE II,53,42,79.25,Muito Alto,Alto ou Muito Alto,40.7,572.37,544.36
1014,SP,SAO PAULO,capital,Privada,WALDORF MICAEL DE SAO PAULO COLEGIO,18,11,61.11,Muito Alto,Alto ou Muito Alto,42.7,NaN,544.35
1015,SP,SAO PAULO,capital,Privada,JESUS MARIA JOSE COLEGIO,59,49,83.05,Alto,Alto ou Muito Alto,65.4,587.04,544.32
1016,SP,BARRA BONITA,interior,Privada,NIVALDO SALCH STIPP PROF ESCOLAS INTEGRADAS,21,20,95.24,Muito Alto,Alto ou Muito Alto,83.3,NaN,544.31
1017,SP,SAO PAULO,capital,Privada,SIGMUND FREUD COLEGIO,26,21,80.77,Muito Alto,Alto ou Muito Alto,56.8,NaN,544.27
1018,SP,VARGEM GRANDE PAULISTA,interior,Privada,PRESCILA BONIFIGLIO GIANNINI COLEGIO,16,11,68.75,Muito Alto,Alto ou Muito Alto,66.7,NaN,544.23
1019,SP,DRACENA,interior,Privada,LILIANA GONZAGA PROFA ESCOLA DE EF E EM,41,38,92.68,Muito Alto,Alto ou Muito Alto,72.8,570.08,544.23
1020,SP,PORTO FELIZ,interior,Privada,SAO JOSE DE PORTO FELIZ ESCOLA,30,26,86.67,Alto,Alto ou Muito Alto,48.7,NaN,544.19
1021,SP,TABATINGA,interior,Privada,RECRIART ESCOLA,19,17,89.47,Alto,Alto ou Muito Alto,69.2,NaN,544.18
1022,SP,SANTO ANASTACIO,interior,Privada,MAXIMUS COLEGIO,24,18,75,Alto,Alto ou Muito Alto,63.5,NaN,544.17
1023,SP,SAO PAULO,capital,Privada,LUMEN VITAE COLEGIO,29,22,75.86,Muito Alto,Alto ou Muito Alto,61.5,NaN,544.15
1024,SP,SAO PAULO,capital,Privada,SAO VICENTE DE PAULO ESCOLA,60,53,88.33,Alto,Alto ou Muito Alto,74.8,589.88,544.15
1025,SP,ITAPEVI,interior,Privada,PORTO MARCHESANO COLEGIO,14,11,78.57,Muito Alto,Alto ou Muito Alto,44.1,NaN,544.15
1026,SP,MONTE MOR,interior,Estadual,MONTE MOR ETEC DE,80,67,83.75,M‚dio Alto,M‚dio ou M‚dio Alto,75.8,596.84,544.14
1027,SP,SAO PAULO,capital,Privada,ESCREVIVENDO COLEGIO,10,9,90,Alto,Alto ou Muito Alto,42.1,NaN,544.12
1028,SP,JUNDIAI,interior,Privada,DIVINO SALVADOR COLEGIO,168,132,78.57,Muito Alto,Alto ou Muito Alto,61.6,626.1,544.08
1029,SP,CAMPINAS,interior,Privada,DOCTUS COLEGIO UNIDADE II,12,9,75,Alto,Alto ou Muito Alto,86.4,NaN,544.07
1030,SP,SAO PAULO,capital,Privada,SESI 388 CENTRO EDUCACIONAL,29,22,75.86,Alto,Alto ou Muito Alto,46.2,NaN,543.9
1031,SP,SAO BERNARDO DO CAMPO,interior,Privada,STAGIO III COLEGIO,47,40,85.11,Muito Alto,Alto ou Muito Alto,61.9,561.02,543.9
1032,SP,SAO PAULO,capital,Privada,SAO CAMILO CARDEAL MOTTA UNIDADE I COLEGIO,22,15,68.18,Muito Alto,Alto ou Muito Alto,63,NaN,543.87
1033,SP,BAURU,interior,Privada,SESI 358 CENTRO EDUCACIONAL,30,27,90,Alto,Alto ou Muito Alto,69.2,NaN,543.81
1034,SP,SUZANO,interior,Privada,UNISUZ COLEGIO,21,16,76.19,Muito Alto,Alto ou Muito Alto,62.8,NaN,543.78
1035,SP,JAU,interior,Privada,PREVE JAU COLEGIO,55,46,83.64,Alto,Alto ou Muito Alto,63.3,577.58,543.77
1036,SP,CONCHAS,interior,Privada,LUDICO DE CONCHAS COLEGIO,26,25,96.15,Alto,Alto ou Muito Alto,70.6,NaN,543.75
1037,SP,SAO JOSE DO RIO PRETO,interior,Privada,ZERBINI DR ESCOLA COOPERATIVA,49,39,79.59,Muito Alto,Alto ou Muito Alto,43.6,571.06,543.74
1038,SP,SAO PAULO,capital,Privada,PORTO UNIAO COLEGIO,56,31,55.36,Muito Alto,Alto ou Muito Alto,72.7,546.62,543.72
1039,SP,JUNDIAI,interior,Privada,TABLEAU COLEGIO,15,9,60,Alto,Alto ou Muito Alto,40.5,NaN,543.71
1040,SP,BARRA BONITA,interior,Estadual,JOAO RAYS COMENDADOR ETE,80,74,92.5,M‚dio Alto,M‚dio ou M‚dio Alto,60,593.93,543.7
1041,SP,SANTO ANDRE,interior,Privada,SESI 166 CENTRO EDUCACIONAL,58,47,81.03,Alto,Alto ou Muito Alto,61.5,573.12,543.7
1042,SP,GUARATINGUETA,interior,Privada,ALBERT EINSTEIN COLEGIO,86,70,81.4,Alto,Alto ou Muito Alto,55.6,602.65,543.67
1043,SP,MAIRIPORA,interior,Privada,MAIRIPORA INSTITUTO ENSINO FUNDAMENTAL E MEDIO,12,9,75,Muito Alto,Alto ou Muito Alto,74.3,NaN,543.67
1044,SP,SANTOS,interior,Privada,LICEU SAO PAULO,42,36,85.71,Muito Alto,Alto ou Muito Alto,69,569.09,543.56
1045,SP,SAO BERNARDO DO CAMPO,interior,Privada,ABACO III COLEGIO,56,42,75,Muito Alto,Alto ou Muito Alto,42.9,574.11,543.52
1046,SP,SAO PAULO,capital,Privada,MADRE ALIX COLEGIO,41,31,75.61,Muito Alto,Alto ou Muito Alto,67.6,550.57,543.45
1047,SP,LORENA,interior,Privada,SAO JOAQUIM COLEGIO,23,19,82.61,Alto,Alto ou Muito Alto,61.9,NaN,543.45
1048,SP,SAO PAULO,capital,Privada,ACARIMBAMBA COLEGIO,12,11,91.67,Alto,Alto ou Muito Alto,61.5,NaN,543.37
1049,SP,TAQUARITINGA,interior,Privada,PEQUENO PRINCIPE COLEGIO,56,52,92.86,Alto,Alto ou Muito Alto,48.3,584.91,543.35
1050,SP,JUNDIAI,interior,Privada,DEGRAUS COLEGIO,15,10,66.67,Muito Alto,Alto ou Muito Alto,53.8,NaN,543.33
1051,SP,GUARULHOS,interior,Privada,GUGLIELMO MARCONI COLEGIO,54,34,62.96,Alto,Alto ou Muito Alto,40,556.99,543.31
1052,SP,OSASCO,interior,Estadual,OSASCO II ETEC,78,62,79.49,Alto,Alto ou Muito Alto,67.9,583.48,543.31
1053,SP,TATUI,interior,Privada,TATUIENSE ORGANIZACAO DE ENSINO,53,33,62.26,Muito Alto,Alto ou Muito Alto,63.8,557.06,543.29
1054,SP,TAQUARITUBA,interior,Privada,SISTEMA PARTICULAR DE ENSINO PORTAL,17,14,82.35,Alto,Alto ou Muito Alto,66.7,NaN,543.22
1055,SP,PEDREIRA,interior,Privada,ORYOM OBJETIVO COLEGIO,38,34,89.47,Alto,Alto ou Muito Alto,82.7,560.36,543.21
1056,SP,ITAPETININGA,interior,Privada,ATHENAS DO SUL COLEGIO,19,15,78.95,Muito Alto,Alto ou Muito Alto,72.2,NaN,543.19
1057,SP,PIRAJU,interior,Privada,PIRAJU COLEGIO EDUCACIONAL EFM,15,13,86.67,Alto,Alto ou Muito Alto,68.3,NaN,543.19
1058,SP,VOTORANTIM,interior,Privada,SESI 023 CENTRO EDUCACIONAL,32,28,87.5,Alto,Alto ou Muito Alto,61.5,NaN,543.18
1059,SP,BAURU,interior,Privada,ESPACO EDUCACAO INTEGRADA ESCOLA,46,43,93.48,Muito Alto,Alto ou Muito Alto,50.9,577.81,543.04
1060,SP,CAMPINAS,interior,Privada,BATISTA AGAPE COLEGIO,37,33,89.19,Muito Alto,Alto ou Muito Alto,46.9,551.13,543.02
1061,SP,SANTA CRUZ DAS PALMEIRAS,interior,Privada,SANTA CRUZ DAS PALMEIRAS ESCOLA COMUNITARIA,18,18,100,Alto,Alto ou Muito Alto,48.1,NaN,542.92
1062,SP,SAO PAULO,capital,Privada,VAN GOGH COLEGIO,39,33,84.62,Alto,Alto ou Muito Alto,90.9,556.02,542.89
1063,SP,COTIA,interior,Privada,ESPACO POTENCIAL COLEGIO,71,53,74.65,Muito Alto,Alto ou Muito Alto,44.4,581.02,542.86
1064,SP,SAO PAULO,capital,Privada,POLICIA MILITAR COLEGIO DA UNIDADE ITAQUERA,68,48,70.59,Alto,Alto ou Muito Alto,79.4,587.06,542.84
1065,SP,SAO PAULO,capital,Privada,NOVA ESTRELA GUIA COLEGIO,37,26,70.27,Alto,Alto ou Muito Alto,75,NaN,542.82
1066,SP,SAO PAULO,capital,Privada,BRAS LEME COLEGIO,12,9,75,Alto,Alto ou Muito Alto,53.8,NaN,542.78
1067,SP,SAO PAULO,capital,Privada,LUTERANO COLEGIO SAO PAULO,24,17,70.83,Muito Alto,Alto ou Muito Alto,57.1,NaN,542.69
1068,SP,SAO BERNARDO DO CAMPO,interior,Privada,VISCONDE DE ITABORAI COLEGIO,10,9,90,Muito Alto,Alto ou Muito Alto,69.7,NaN,542.68
1069,SP,DIADEMA,interior,Privada,ALEXANDRE DUMAS COMPLEXO EDUCACIONAL,20,13,65,Alto,Alto ou Muito Alto,57.1,NaN,542.68
1070,SP,COTIA,interior,Privada,TALENTO COLEGIO ENSINO MEDIO,31,26,83.87,Alto,Alto ou Muito Alto,49.2,NaN,542.67
1071,SP,CARAGUATATUBA,interior,Privada,CETEP COLEGIO,18,14,77.78,Alto,Alto ou Muito Alto,46.7,NaN,542.66
1072,SP,JAGUARIUNA,interior,Privada,INTEGRADO COLEGIO,24,19,79.17,Muito Alto,Alto ou Muito Alto,56.8,NaN,542.63
1073,SP,SAO PAULO,capital,Privada,FUTURO COLEGIO,16,9,56.25,Alto,Alto ou Muito Alto,63.9,NaN,542.48
1074,SP,MOCOCA,interior,Privada,FUNDACAO UNIVERSITARIA VIDA CRISTA FUNVIC,66,63,95.45,Muito Alto,Alto ou Muito Alto,70,596.14,542.39
1075,SP,IBIUNA,interior,Privada,ANGLO IBIUNA COLEGIO,26,22,84.62,Alto,Alto ou Muito Alto,78.7,NaN,542.36
1076,SP,LEME,interior,Privada,LEMENSE CENTRO EDUCACIONAL,21,17,80.95,Muito Alto,Alto ou Muito Alto,69.2,NaN,542.35
1077,SP,SAO BERNARDO DO CAMPO,interior,Privada,PARAISO COLEGIO,30,26,86.67,Muito Alto,Alto ou Muito Alto,66.7,NaN,542.34
1078,SP,BAURU,interior,Privada,SESI 296 CENTRO EDUCACIONAL,29,28,96.55,Alto,Alto ou Muito Alto,84.6,NaN,542.31
1079,SP,RIBEIRAO PRETO,interior,Privada,SESI 346 CENTRO EDUCACIONAL,29,27,93.1,M‚dio Alto,M‚dio ou M‚dio Alto,53.8,NaN,542.26
1080,SP,JUNDIAI,interior,Privada,LA FONTAINE ESCOLA EDUCACAO INFANTIL E FUNDAMENTAL,21,18,85.71,Muito Alto,Alto ou Muito Alto,52.3,NaN,542.21
1081,SP,SAO PAULO,capital,Privada,RUMO INICIAL COLEGIO,50,33,66,Alto,Alto ou Muito Alto,43.4,552.36,542.18
1082,SP,SAO PAULO,capital,Privada,MADRE MAZZARELLO INSTITUTO,71,56,78.87,Muito Alto,Alto ou Muito Alto,56.3,586.36,542.18
1083,SP,NHANDEARA,interior,Privada,PRE UNIVERSITARIO DE NHANDEARA COLEGIO,28,26,92.86,Alto,Alto ou Muito Alto,81,NaN,542.11
1084,SP,MOGI DAS CRUZES,interior,Privada,RAIZES COLEGIAL,29,25,86.21,Muito Alto,Alto ou Muito Alto,58.8,NaN,542.07
1085,SP,PARAGUACU PAULISTA,interior,Privada,MVC COLEGIO DE PARAGUACU PAULISTA,21,18,85.71,Alto,Alto ou Muito Alto,62.8,NaN,542.05
1086,SP,OSASCO,interior,Privada,SESI 064 CENTRO EDUCACIONAL,80,63,78.75,Alto,Alto ou Muito Alto,53.8,581.83,542.05
1087,SP,FRANCA,interior,Privada,SESI 109 CENTRO EDUCACIONAL,60,56,93.33,Alto,Alto ou Muito Alto,84.4,582.33,542.04
1088,SP,SAO CARLOS,interior,Privada,ARMANDO SALLES OLIVEIRA ESCOLA EDUCACAO BASICA,12,11,91.67,Alto,Alto ou Muito Alto,7.1,NaN,541.99
1089,SP,SAO PAULO,capital,Privada,BOM JESUS SANTO ANTONIO DO PARI COLEGIO,15,13,86.67,Alto,Alto ou Muito Alto,50,NaN,541.98
1090,SP,NOVO HORIZONTE,interior,Estadual,MARINES TEODORO DE FREITAS ALMEIDA PROFA ETEC,76,67,88.16,M‚dio Alto,M‚dio ou M‚dio Alto,44.9,600.56,541.92
1091,SP,FERRAZ DE VASCONCELOS,interior,Estadual,FERRAZ DE VASCONCELOS ESCOLA TECNICA ESTADUAL,119,108,90.76,M‚dio Alto,M‚dio ou M‚dio Alto,57.4,603.01,541.89
1092,SP,COTIA,interior,Privada,VIA SAPIENS COLEGIO UNIDADE II,32,26,81.25,Muito Alto,Alto ou Muito Alto,52.2,NaN,541.87
1093,SP,GUAIRA,interior,Privada,ANA LELIS SANTANA CENTRO EDUCACIONAL UNID II,23,21,91.3,Alto,Alto ou Muito Alto,52.9,NaN,541.86
1094,SP,SOROCABA,interior,Privada,AGUIRRE DOM COLEGIO,169,130,76.92,Muito Alto,Alto ou Muito Alto,73.8,616.81,541.85
1095,SP,SAO PAULO,capital,Privada,MONTE VIRGEM COLEGIO,28,20,71.43,Alto,Alto ou Muito Alto,64.9,NaN,541.84
1096,SP,ITUVERAVA,interior,Privada,OBJETIVO DE ITUVERAVA COLEGIO,33,31,93.94,Alto,Alto ou Muito Alto,69.1,546.66,541.74
1097,SP,GUARULHOS,interior,Privada,POLICIA MILITAR COLEGIO DA,58,39,67.24,Alto,Alto ou Muito Alto,40.5,566.95,541.71
1098,SP,SAO PAULO,capital,Privada,ESTRELA SIRIUS COLEGIO,49,41,83.67,Muito Alto,Alto ou Muito Alto,56.6,568.31,541.68
1099,SP,SANTO ANDRE,interior,Privada,SINGULAR COLEGIO TECNICO,137,91,66.42,Alto,Alto ou Muito Alto,55.6,602.36,541.62
1100,SP,CARAGUATATUBA,interior,Privada,DINAMICO INSTITUTO,12,6,50,M‚dio Alto,M‚dio ou M‚dio Alto,34.3,NaN,541.62
1101,SP,TAUBATE,interior,Privada,TABLEAU COLEGIO,29,27,93.1,Alto,Alto ou Muito Alto,60,NaN,541.61
1102,SP,GUARULHOS,interior,Privada,DAVILON COLEGIO,26,25,96.15,Alto,Alto ou Muito Alto,51.9,NaN,541.57
1103,SP,SAO ROQUE,interior,Privada,VILAS BOAS BRAGA COLEGIO,19,12,63.16,Alto,Alto ou Muito Alto,50,NaN,541.55
1104,SP,SAO VICENTE,interior,Privada,FORTEC ESCOLA TECNICA - UNIDADE I,23,23,100,M‚dio Alto,M‚dio ou M‚dio Alto,66.7,NaN,541.54
1105,SP,SAO JOSE DOS CAMPOS,interior,Privada,OBJETIVO - ESPLANADA COLEGIO,22,16,72.73,Alto,Alto ou Muito Alto,47.9,NaN,541.51
1106,SP,RIBEIRAO PRETO,interior,Privada,ADVENTISTA DE RIBEIRO PRETO COLEGIO,32,29,90.63,Alto,Alto ou Muito Alto,53.8,NaN,541.49
1107,SP,BRAGANCA PAULISTA,interior,Privada,SANTA TEREZINHA INSTITUTO EDUCACIONAL,20,14,70,Alto,Alto ou Muito Alto,38.5,NaN,541.49
1108,SP,SAO PAULO,capital,Privada,CANTAREIRA ENSINO MEDIO COLEGIO UNIDADE II,30,21,70,Muito Alto,Alto ou Muito Alto,53.8,NaN,541.44
1109,SP,CATANDUVA,interior,Estadual,ELIAS NECHAR ETE,141,125,88.65,M‚dio Alto,M‚dio ou M‚dio Alto,56.5,608.27,541.43
1110,SP,CAMPINAS,interior,Privada,SAN CONRADO COLEGIO,10,6,60,Muito Alto,Alto ou Muito Alto,67.5,NaN,541.4
1111,SP,JARDINOPOLIS,interior,Privada,NEC NUCLEO DE EDUCACAO CULTURA ENSINO FUNDAMENTAL E MEDIO,20,18,90,Alto,Alto ou Muito Alto,55,NaN,541.31
1112,SP,MINEIROS DO TIETE,interior,Privada,SUPERACAO COLEGIO,11,9,81.82,Alto,Alto ou Muito Alto,36.8,NaN,541.28
1113,SP,PIRASSUNUNGA,interior,Privada,SESI 390 CENTRO EDUCACIONAL,55,49,89.09,Alto,Alto ou Muito Alto,96.2,580.51,541.24
1114,SP,SAO PAULO,capital,Privada,VICTORINO COLEGIO,67,44,65.67,Alto,Alto ou Muito Alto,54,567.33,541.23
1115,SP,SOROCABA,interior,Privada,SESI 123 CENTRO EDUCACIONAL,30,25,83.33,Alto,Alto ou Muito Alto,74.4,NaN,541.22
1116,SP,SAO PAULO,capital,Privada,DOURADO COLEGIO,46,33,71.74,Alto,Alto ou Muito Alto,50,558.67,541.17
1117,SP,SAO VICENTE,interior,Privada,CELLULA MATER COLEGIO UNIDADE II,12,7,58.33,Alto,Alto ou Muito Alto,40.5,NaN,541.17
1118,SP,PRESIDENTE PRUDENTE,interior,Privada,COLEGIO ADVENTISTA PRESIDENTE PRUDENTE,29,21,72.41,Alto,Alto ou Muito Alto,64.9,NaN,541.16
1119,SP,SAO PAULO,capital,Privada,ADVENTISTA COLEGIO DE INTERLAGOS,48,36,75,Alto,Alto ou Muito Alto,56.8,566.96,541.15
1120,SP,SAO SEBASTIAO,interior,Privada,OBJETIVO LITORAL BOICUCANGA COLEGIO,21,16,76.19,M‚dio Alto,M‚dio ou M‚dio Alto,51.4,NaN,541.12
1121,SP,RIBEIRAO PIRES,interior,Privada,RIBEIRAO PIRES DE ENSINO MEDIO CENTRO EDUCACIONAL,45,38,84.44,Alto,Alto ou Muito Alto,53.5,566.08,541.12
1122,SP,ARACATUBA,interior,Privada,INTEGRADO COLEGIO,48,35,72.92,Alto,Alto ou Muito Alto,45,565.8,541.07
1123,SP,MAIRIPORA,interior,Privada,TERESA DE CALCUTA ESCOLA DE 1 GRAU,15,15,100,Alto,Alto ou Muito Alto,80.5,NaN,541.03
1124,SP,SAO PAULO,capital,Privada,JOAQUIM MARIA MACHADO DE ASSIS COLEGIO,56,31,55.36,Alto,Alto ou Muito Alto,81.1,547.32,541.02
1125,SP,SAO PAULO,capital,Privada,NOVA CACHOEIRINHA COLEGIO UNIDADE II,68,37,54.41,Alto,Alto ou Muito Alto,41.5,560.09,540.99
1126,SP,SAO PAULO,capital,Privada,POTY ESCOLA,11,9,81.82,Alto,Alto ou Muito Alto,51.4,NaN,540.98
1127,SP,GUARUJA,interior,Estadual,ALBERTO SANTOS DUMONT ETE,102,84,82.35,M‚dio Alto,M‚dio ou M‚dio Alto,55.6,600.76,540.93
1128,SP,BOITUVA,interior,Privada,ASSOCIACAO DE ENS DE BOITUVA ESCOLA,11,9,81.82,Alto,Alto ou Muito Alto,64.3,NaN,540.92
1129,SP,CAMPOS DO JORDAO,interior,Privada,INTERACAO ESCOLA DE ENSINO BASICO,47,40,85.11,Alto,Alto ou Muito Alto,55.6,566.59,540.88
1130,SP,SANTO ANDRE,interior,Privada,OBJETIVO CENTRO INTEGRADO DE EDUCACAO UNIDADE CAMPESTRE,38,37,97.37,Muito Alto,Alto ou Muito Alto,72.5,564.05,540.87
1131,SP,PENAPOLIS,interior,Privada,AFONSO PENA ESCOLA E I F M,47,45,95.74,Alto,Alto ou Muito Alto,57.1,574.56,540.81
1132,SP,CARAGUATATUBA,interior,Privada,TABLEAU COLEGIO,10,9,90,Alto,Alto ou Muito Alto,57.1,NaN,540.76
1133,SP,PORTO FERREIRA,interior,Estadual,JADYR SALLES PROFESSOR ETE,67,57,85.07,M‚dio Alto,M‚dio ou M‚dio Alto,71,578.82,540.72
1134,SP,CATANDUVA,interior,Privada,SAO MATEUS COLEGIO EEIEFM,38,33,86.84,Alto,Alto ou Muito Alto,66.2,556.34,540.68
1135,SP,BEBEDOURO,interior,Privada,ANJO DA GUARDA COLEGIO,63,52,82.54,Alto,Alto ou Muito Alto,67.6,576.98,540.64
1136,SP,ANDRADINA,interior,Privada,ANDRADINA CENTRO EDUCACIONAL DE,17,17,100,Alto,Alto ou Muito Alto,67.3,NaN,540.64
1137,SP,SAO CAETANO DO SUL,interior,Privada,SAGRADA FAMILIA INSTITUTO DE ENSINO,11,10,90.91,Muito Alto,Alto ou Muito Alto,45,NaN,540.6
1138,SP,CACAPAVA,interior,Privada,FRANCISCA S DAMASCO PROFA EEI E EF E MEDIO,27,23,85.19,Alto,Alto ou Muito Alto,53.8,NaN,540.6
1139,SP,SANTO ANDRE,interior,Privada,DOM BOSCO UNIDADE II COLEGIO,28,18,64.29,Alto,Alto ou Muito Alto,38.6,NaN,540.59
1140,SP,SAO PAULO,capital,Privada,NOSSA SENHORA DO MORUMBI COLEGIO,31,21,67.74,Muito Alto,Alto ou Muito Alto,35.5,NaN,540.45
1141,SP,SANTOS,interior,Privada,AFONSO PENA COLEGIO,33,21,63.64,Alto,Alto ou Muito Alto,60,NaN,540.41
1142,SP,GUARULHOS,interior,Privada,TORRICELLI COLEGIO,97,77,79.38,Alto,Alto ou Muito Alto,52.7,601.63,540.36
1143,SP,PARIQUERA-ACU,interior,Privada,MORAES COBRA INSTITUTO EDUCACIONAL,20,17,85,Alto,Alto ou Muito Alto,44.7,NaN,540.32
1144,SP,DIADEMA,interior,Privada,BRASILIA DE DIADEMA COLEGIO,12,9,75,Alto,Alto ou Muito Alto,53.8,NaN,540.31
1145,SP,SAO PAULO,capital,Privada,CARANDA ESCOLA VIVA VIDA,16,12,75,Muito Alto,Alto ou Muito Alto,58.5,NaN,540.22
1146,SP,SAO PAULO,capital,Privada,SESI 379 CENTRO EDUCACIONAL,28,25,89.29,Alto,Alto ou Muito Alto,58.3,NaN,540.21
1147,SP,SANTOS,interior,Privada,OMEGA COLEGIO ENSINO MEDIO,14,10,71.43,Alto,Alto ou Muito Alto,46.7,NaN,540.2
1148,SP,MARILIA,interior,Privada,SESI 308 CENTRO EDUCACIONAL,27,24,88.89,Alto,Alto ou Muito Alto,53.8,NaN,540.15
