,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição,classe,desemprego
4138,448,RIO GRANDE DO SUL,Nova Esperança do Sul,2010,64322.1953125,5180,12417.41015625,Produto Interno Bruto per capita,2,5.6
4139,1726,CEARÁ,Moraújo,2010,27293.93945312,8538,3196.76000977,Produto Interno Bruto per capita,1,5.2
4140,1069,GOIÁS,Mutunópolis,2010,29754.50585938,4086,7282.06005859,Produto Interno Bruto per capita,1,3.7
4141,2603,MINAS GERAIS,Novorizonte,2010,20142.61914062,5136,3921.85009766,Produto Interno Bruto per capita,1,6.2
4142,224,BAHIA,Ubaitaba,2010,118813.359375,20333,5843.37988281,Produto Interno Bruto per capita,1,8.8
4143,1482,MATO GROSSO DO SUL,Rio Negro,2010,55235.49609375,5054,10929.0703125,Produto Interno Bruto per capita,2,4.1
4144,179,BAHIA,Simões Filho,2010,3008293.5,116662,25786.41015625,Produto Interno Bruto per capita,3,10.3
4145,1284,ESPIRITO SANTO,Ibatiba,2010,170407.40625,20471,8324.33007812,Produto Interno Bruto per capita,1,7.4
4146,4253,SÃO PAULO,Capela do Alto,2010,171665.59375,17232,9962.01953125,Produto Interno Bruto per capita,2,7.8
4147,5400,PIAUÍ,Barras,2010,152934.390625,44913,3405.12988281,Produto Interno Bruto per capita,1,5.6
4148,351,RIO GRANDE DO SUL,Coqueiro Baixo,2010,16435.03710938,1610,10208.09960938,Produto Interno Bruto per capita,2,4.4
4149,1609,ESPIRITO SANTO,Muqui,2010,93014.5546875,14377,6469.68017578,Produto Interno Bruto per capita,1,7.9
4150,2667,PARANÁ,Cruzeiro do Sul,2010,53375.25390625,4574,11669.26953125,Produto Interno Bruto per capita,2,4.8
4151,5048,SÃO PAULO,Igaratá,2010,84243.1015625,8950,9412.63964844,Produto Interno Bruto per capita,1,6.6
4152,5334,SANTA CATARINA,Iporã do Oeste,2010,122880.65625,8405,14619.95019531,Produto Interno Bruto per capita,2,6.9
4153,2182,ESPIRITO SANTO,São Roque do Canaã,2010,82290.3125,10817,7607.5,Produto Interno Bruto per capita,1,7.8
4154,4491,BAHIA,Iramaia,2010,45185.3515625,15045,3003.35009766,Produto Interno Bruto per capita,1,8.2
4155,1152,ALAGOAS,Estrela de Alagoas,2010,48915.7578125,17251,2835.5300293,Produto Interno Bruto per capita,1,10.1
4156,4051,PARANÁ,São Sebastião da Amoreira,2010,91327.15625,9012,10133.95019531,Produto Interno Bruto per capita,2,4.6
4157,2990,MINAS GERAIS,Braúnas,2010,65603.265625,5332,12303.69042969,Produto Interno Bruto per capita,2,6.5
4158,163,BAHIA,Presidente Jânio Quadros,2010,40023.14453125,14212,2816.14990234,Produto Interno Bruto per capita,1,7.9
4159,3993,MATO GROSSO,Vila Rica,2010,273845.75,20075,13641.12988281,Produto Interno Bruto per capita,2,6
4160,4717,SÃO PAULO,Parapuã,2010,158726.65625,11402,13920.95019531,Produto Interno Bruto per capita,2,7.4
4161,3417,PERNAMBUCO,Moreno,2010,257636.234375,55659,4628.83007812,Produto Interno Bruto per capita,1,9.2
4162,3465,PERNAMBUCO,Ouricuri,2010,266451.5,66978,3978.18994141,Produto Interno Bruto per capita,1,9.3
4163,2768,MINAS GERAIS,Além Paraíba,2010,623284.1875,34591,18018.6796875,Produto Interno Bruto per capita,2,5.3
4164,1363,AMAPÁ,Laranjal do Jari,2010,323042.5,40357,8004.62011719,Produto Interno Bruto per capita,1,11.9
4165,1835,RIO GRANDE DO NORTE,São Bento do Norte,2010,20047.72851562,3658,5480.52001953,Produto Interno Bruto per capita,1,10.5
4166,2664,PARANÁ,Flórida,2010,25106.36328125,2535,9903.88964844,Produto Interno Bruto per capita,2,3.6
4167,3690,MINAS GERAIS,Manga,2010,123213.34375,21338,5774.35986328,Produto Interno Bruto per capita,1,5.9
4168,2514,PARAÍBA,Sousa,2010,531249,65930,8057.77001953,Produto Interno Bruto per capita,1,9.6
4169,4561,BAHIA,Mairi,2010,64854.29296875,19700,3292.10009766,Produto Interno Bruto per capita,1,10.3
4170,5257,SANTA CATARINA,Canoinhas,2010,870443.8125,54645,15929.0703125,Produto Interno Bruto per capita,2,7.1
4171,5034,SÃO PAULO,Caieiras,2010,1701764,88212,19291.75,Produto Interno Bruto per capita,2,6.8
4172,2689,MINAS GERAIS,Abre Campo,2010,93464.46875,13177,7093,Produto Interno Bruto per capita,1,5.8
4173,3113,MINAS GERAIS,Capitólio,2010,80691.7890625,7864,10260.91015625,Produto Interno Bruto per capita,2,5.4
4174,2933,MINAS GERAIS,Santa Bárbara,2010,188565.171875,27571,6839.25976562,Produto Interno Bruto per capita,1,5.8
4175,5006,SÃO PAULO,Biritiba-Mirim,2010,274942.125,29650,9272.91992188,Produto Interno Bruto per capita,1,6.9
4176,2170,PARAÍBA,Matinhas,2010,22664.73828125,4314,5253.75976562,Produto Interno Bruto per capita,1,8.7
4177,3754,MINAS GERAIS,Montalvânia,2010,67271.9453125,16135,4169.31982422,Produto Interno Bruto per capita,1,5.2
4178,2086,MARANHÃO,Boa Vista do Gurupi,2010,26424.14257812,7895,3346.94995117,Produto Interno Bruto per capita,1,6.3
4179,2295,PARÁ,Muaná,2010,72737.625,30568,2379.54003906,Produto Interno Bruto per capita,1,6.9
4180,5548,TOCANTINS,Nova Olinda,2010,123399.109375,10974,11244.6796875,Produto Interno Bruto per capita,2,6.1
4181,1646,RIO GRANDE DO NORTE,Timbaúba dos Batistas,2010,14699.06347656,2380,6176.08007812,Produto Interno Bruto per capita,1,9.4
4182,3958,ESPIRITO SANTO,Rio Bananal,2010,181500.703125,17247,10523.61035156,Produto Interno Bruto per capita,2,8.1
4183,3201,MINAS GERAIS,Caxambu,2010,149701.171875,21431,6985.25976562,Produto Interno Bruto per capita,1,5.4
4184,2503,PARAÍBA,Imaculada,2010,39315.609375,11851,3317.48999023,Produto Interno Bruto per capita,1,8.5
4185,4463,BAHIA,Heliópolis,2010,46740.99609375,14713,3176.85009766,Produto Interno Bruto per capita,1,9.4
4186,2332,PARAÍBA,Santa Teresinha,2010,21466.609375,4778,4492.79980469,Produto Interno Bruto per capita,1,8.4
4187,4677,SÃO PAULO,Neves Paulista,2010,109796.90625,9114,12047.05957031,Produto Interno Bruto per capita,2,7.2
4188,2187,PARAÍBA,Assunção,2010,15733.43261719,3471,4532.81982422,Produto Interno Bruto per capita,1,9.4
4189,4761,SÃO PAULO,Presidente Alves,2010,56340.34375,4517,12472.95996094,Produto Interno Bruto per capita,2,6.1
4190,59,RIO GRANDE DO SUL,Dois Lajeados,2010,56396.12890625,3484,16187.1796875,Produto Interno Bruto per capita,2,5.1
4191,2243,PARAÍBA,Nova Floresta,2010,37739.36328125,10392,3631.58007812,Produto Interno Bruto per capita,1,10.2
4192,824,ALAGOAS,Poço das Trincheiras,2010,36296.9296875,12463,2912.37011719,Produto Interno Bruto per capita,1,10.4
4193,2923,MINAS GERAIS,Bocaiúva,2010,359393.65625,46624,7708.33984375,Produto Interno Bruto per capita,1,6.9
4194,3768,SÃO PAULO,Getulina,2010,95387.296875,10960,8703.21972656,Produto Interno Bruto per capita,1,6
4195,4109,PARANÁ,Nova Santa Bárbara,2010,30520.80859375,3984,7660.85009766,Produto Interno Bruto per capita,1,4.9
4196,563,RIO GRANDE DO SUL,Santa Maria,2010,3457584.75,268969,12854.95996094,Produto Interno Bruto per capita,2,4.5
4197,1734,RIO GRANDE DO NORTE,Caiçara do Rio do Vento,2010,16797.09375,3185,5273.81005859,Produto Interno Bruto per capita,1,9.9
4198,3050,MINAS GERAIS,São Gonçalo do Abaeté,2010,98287.625,6546,15014.91015625,Produto Interno Bruto per capita,2,6.6
4199,5472,SANTA CATARINA,Ponte Serrada,2010,109785.2890625,11724,9364.15039062,Produto Interno Bruto per capita,1,6.8
4200,164,BAHIA,Presidente Tancredo Neves,2010,89919.171875,24249,3708.15991211,Produto Interno Bruto per capita,1,9.7
4201,2744,PERNAMBUCO,Cortês,2010,78022.34375,11712,6661.74023438,Produto Interno Bruto per capita,1,7.6
4202,2872,PERNAMBUCO,Inajá,2010,67166.828125,14729,4560.18017578,Produto Interno Bruto per capita,1,8.9
4203,1191,TOCANTINS,Sampaio,2010,26158.70898438,3886,6731.52978516,Produto Interno Bruto per capita,1,6.1
4204,3746,MINAS GERAIS,Mirabela,2010,56364.48828125,13252,4253.27978516,Produto Interno Bruto per capita,1,6.4
4205,1878,RIO DE JANEIRO,Araruama,2010,1127205.875,109705,10274.87988281,Produto Interno Bruto per capita,2,8.5
4206,1443,MATO GROSSO DO SUL,Fátima do Sul,2010,161346.609375,19332,8346.08984375,Produto Interno Bruto per capita,1,4.2
4207,974,GOIÁS,Jaupaci,2010,22281.28515625,3059,7283.85009766,Produto Interno Bruto per capita,1,3.5
4208,5122,PARANÁ,União da Vitória,2010,575714.25,53466,10767.86035156,Produto Interno Bruto per capita,2,5.6
4209,4719,SÃO PAULO,Pariquera-Açu,2010,195529.34375,18918,10335.62011719,Produto Interno Bruto per capita,2,6.5
4210,2627,MINAS GERAIS,Pavão,2010,45973.15234375,9155,5021.64013672,Produto Interno Bruto per capita,1,5.8
4211,4828,BAHIA,Barra do Rocha,2010,29038.30859375,5860,4955.33984375,Produto Interno Bruto per capita,1,8
4212,3873,PARANÁ,Ouro Verde do Oeste,2010,69727.703125,5648,12345.55957031,Produto Interno Bruto per capita,2,5.3
4213,2809,MINAS GERAIS,Presidente Juscelino,2010,31442.37695312,4385,7170.43994141,Produto Interno Bruto per capita,1,6.6
4214,4540,SÃO PAULO,Irapuã,2010,87297.953125,6978,12510.45019531,Produto Interno Bruto per capita,2,7.1
4215,5528,AMAZONAS,Silves,2010,66035.21875,8543,7729.75,Produto Interno Bruto per capita,1,7.7
4216,5565,PIAUÍ,Olho D'Água do Piauí,2010,10293.36035156,2755,3736.25,Produto Interno Bruto per capita,1,6.6
4217,4221,SÃO PAULO,Bilac,2010,81456.890625,7494,10869.61035156,Produto Interno Bruto per capita,2,6
4218,162,BAHIA,Presidente Dutra,2010,47002.90625,14306,3285.54003906,Produto Interno Bruto per capita,1,8.6
4219,3258,MINAS GERAIS,Sobrália,2010,32241.73046875,6116,5271.70019531,Produto Interno Bruto per capita,1,6
4220,3373,MINAS GERAIS,Doresópolis,2010,15603.35839844,1578,9888.05957031,Produto Interno Bruto per capita,2,4.8
4221,4247,SÃO PAULO,Cananéia,2010,101507.171875,12374,8203.25976562,Produto Interno Bruto per capita,1,7.6
4222,4777,SÃO PAULO,Restinga,2010,77990.484375,6897,11307.88964844,Produto Interno Bruto per capita,2,6.4
4223,4325,BAHIA,Campo Alegre de Lourdes,2010,86973.453125,27670,3143.23999023,Produto Interno Bruto per capita,1,10
4224,3530,PARANÁ,Capanema,2010,261982.484375,18681,14024.00976562,Produto Interno Bruto per capita,2,5.2
4225,2179,PARAÍBA,Aroeiras,2010,71812.1953125,19725,3640.66992188,Produto Interno Bruto per capita,1,7.8
4226,1908,CEARÁ,Saboeiro,2010,48796.953125,16851,2895.79003906,Produto Interno Bruto per capita,1,5.9
4227,4208,SÃO PAULO,Assis,2010,1258275.5,98715,12746.54980469,Produto Interno Bruto per capita,2,7.7
4228,2275,PARAÍBA,Igaracy,2010,24767.19726562,6529,3793.40991211,Produto Interno Bruto per capita,1,9.8
4229,254,SERGIPE,ARAUÁ,2010,63633.421875,12042,5284.29003906,Produto Interno Bruto per capita,1,7.3
4230,630,RIO GRANDE DO SUL,Iraí,2010,76730.8984375,8518,9008.08984375,Produto Interno Bruto per capita,1,4.8
4231,296,RIO GRANDE DO SUL,Santa Bárbara do Sul,2010,269983.96875,9164,29461.36914062,Produto Interno Bruto per capita,3,5
4232,723,ALAGOAS,Porto Real do Colégio,2010,59886.03515625,18453,3245.33007812,Produto Interno Bruto per capita,1,10.2
4233,599,RIO GRANDE DO SUL,Gravataí,2010,5628742.5,269446,20890.06054688,Produto Interno Bruto per capita,2,4.1
4234,1333,AMAZONAS,Manacapuru,2010,397942.40625,86472,4601.97998047,Produto Interno Bruto per capita,1,8.2
4235,3828,RONDÔNIA,Costa Marques,2010,120065.4296875,14452,8307.87988281,Produto Interno Bruto per capita,1,4.3
4236,3643,MINAS GERAIS,Lagamar,2010,81778.8359375,7873,10387.25,Produto Interno Bruto per capita,2,7
4237,3367,MINAS GERAIS,Dom Viçoso,2010,17604.30664062,3117,5647.83984375,Produto Interno Bruto per capita,1,6.3
4238,4747,SÃO PAULO,Planalto,2010,67959.9921875,4302,15797.29980469,Produto Interno Bruto per capita,2,7.7
4239,899,PIAUÍ,Fartura do Piauí,2010,14211.57714844,5402,2630.80004883,Produto Interno Bruto per capita,1,5.7
4240,1723,CEARÁ,Mombaça,2010,142849.078125,46728,3057.0300293,Produto Interno Bruto per capita,1,5.5
4241,4804,SÃO PAULO,Santa Adélia,2010,182430.5625,14537,12549.40039062,Produto Interno Bruto per capita,2,6.1
4242,2964,PARANÁ,Campina da Lagoa,2010,171502.40625,16243,10558.54003906,Produto Interno Bruto per capita,2,5
4243,2481,MARANHÃO,São Domingos do Azeitão,2010,70780.0546875,7252,9760.0703125,Produto Interno Bruto per capita,2,5.4
4244,3190,PARANÁ,Ubiratã,2010,290151.375,21558,13459.09960938,Produto Interno Bruto per capita,2,3.5
4245,4642,SÃO PAULO,Marabá Paulista,2010,53846.234375,5996,8980.36035156,Produto Interno Bruto per capita,1,8
4246,4362,SÃO PAULO,Vinhedo,2010,5796770,63729,90959.6875,Produto Interno Bruto per capita,4,7.3
4247,339,RIO GRANDE DO SUL,Ijuí,2010,1491002.875,79719,18703.23046875,Produto Interno Bruto per capita,2,5
4248,4143,PARANÁ,Maripá,2010,137408.859375,5673,24221.55078125,Produto Interno Bruto per capita,3,4.2
4249,2939,MINAS GERAIS,Santa Cruz do Escalvado,2010,33541.890625,5321,6303.68017578,Produto Interno Bruto per capita,1,5.1
4250,3270,MATO GROSSO,Carlinda,2010,94468.9921875,12097,7809.29003906,Produto Interno Bruto per capita,1,7.7
4251,136,RIO GRANDE DO SUL,Nova Araçá,2010,177862.4375,4075,43647.21875,Produto Interno Bruto per capita,3,4.7
4252,2,RIO GRANDE DO SUL,Três Coroas,2010,410240.34375,24786,16551.2890625,Produto Interno Bruto per capita,2,4.8
4253,1156,GOIÁS,Vianópolis,2010,166570.703125,12831,12981.90039062,Produto Interno Bruto per capita,2,5.9
4254,3060,PERNAMBUCO,Itaquitinga,2010,71829.3203125,15507,4632.06005859,Produto Interno Bruto per capita,1,9.2
4255,3157,MINAS GERAIS,São Pedro da União,2010,54260.28125,5386,10074.3203125,Produto Interno Bruto per capita,2,6.4
4256,1834,RIO GRANDE DO NORTE,Pureza,2010,42372.98046875,8415,5035.41015625,Produto Interno Bruto per capita,1,10.5
4257,4962,SÃO PAULO,Mairinque,2010,913807.375,43658,20931.0390625,Produto Interno Bruto per capita,2,7.5
4258,3362,MINAS GERAIS,Divisópolis,2010,45420.76953125,8463,5366.97998047,Produto Interno Bruto per capita,1,4.7
4259,1662,MARANHÃO,Lagoa Grande do Maranhão,2010,37487.35546875,9363,4003.7800293,Produto Interno Bruto per capita,1,7.6
4260,4193,SÃO PAULO,Anhembi,2010,91269.3828125,5766,15828.88964844,Produto Interno Bruto per capita,2,7
4261,93,BAHIA,Oliveira dos Brejinhos,2010,73714.15625,23596,3124.01000977,Produto Interno Bruto per capita,1,9.4
4262,3290,MINAS GERAIS,Córrego do Bom Jesus,2010,21700.81640625,3824,5674.89990234,Produto Interno Bruto per capita,1,4.8
4263,4646,SÃO PAULO,Marília,2010,3433664.75,225938,15197.37988281,Produto Interno Bruto per capita,2,6.5
4264,4377,BAHIA,Catu,2010,386145.71875,50809,7599.95019531,Produto Interno Bruto per capita,1,8.2
4265,719,ALAGOAS,Jequiá da Praia,2010,108508.890625,11615,9342.12988281,Produto Interno Bruto per capita,1,10.1
4266,3453,MINAS GERAIS,Gameleiras,2010,33918.8046875,5392,6290.58007812,Produto Interno Bruto per capita,1,7
4267,4009,MATO GROSSO,Confresa,2010,249418.96875,22606,11033.30957031,Produto Interno Bruto per capita,2,7.2
4268,1121,PIAUÍ,Geminiano,2010,22558.23632812,5465,4127.77001953,Produto Interno Bruto per capita,1,6.2
4269,2801,MINAS GERAIS,Argirita,2010,23857.28515625,3051,7819.5,Produto Interno Bruto per capita,1,7.1
4270,1934,RIO DE JANEIRO,Trajano de Moraes,2010,78174.5703125,9914,7885.27001953,Produto Interno Bruto per capita,1,8.1
4271,943,PIAUÍ,São Braz do Piauí,2010,14861.43652344,4455,3335.89990234,Produto Interno Bruto per capita,1,6.6
4272,185,BAHIA,Tanhaçu,2010,80742.0703125,20134,4010.22998047,Produto Interno Bruto per capita,1,8.4
4273,1020,GOIÁS,Flores de Goiás,2010,81505.1171875,11483,7097.89013672,Produto Interno Bruto per capita,1,4.1
4274,4148,PARANÁ,Quarto Centenário,2010,86670.2265625,4881,17756.65039062,Produto Interno Bruto per capita,2,3.4
4275,2806,MINAS GERAIS,Pratápolis,2010,97188.8203125,8800,11044.1796875,Produto Interno Bruto per capita,2,6.5
4276,238,BAHIA,Valença,2010,555572.25,89597,6200.79003906,Produto Interno Bruto per capita,1,9.4
4277,1724,CEARÁ,Monsenhor Tabosa,2010,55848.71484375,17178,3251.17993164,Produto Interno Bruto per capita,1,5.6
4278,5169,SANTA CATARINA,Anita Garibaldi,2010,72505.25,9191,7888.72021484,Produto Interno Bruto per capita,1,6.1
4279,2662,PARANÁ,Atalaia,2010,45475.09375,3645,12476.01953125,Produto Interno Bruto per capita,2,3.6
4280,2899,MINAS GERAIS,Baependi,2010,129998,18745,6935.08007812,Produto Interno Bruto per capita,1,6.6
4281,353,RIO GRANDE DO SUL,Marau,2010,1122898.375,36643,30644.27929688,Produto Interno Bruto per capita,3,3.9
4282,4379,BAHIA,Central,2010,56313.98046875,18029,3123.52001953,Produto Interno Bruto per capita,1,9.3
4283,4185,SÃO PAULO,Alvinlândia,2010,28287.68359375,2869,9859.76953125,Produto Interno Bruto per capita,2,6.1
4284,1475,MATO GROSSO DO SUL,Paranaíba,2010,515595.65625,40259,12806.96972656,Produto Interno Bruto per capita,2,4.8
4285,1014,GOIÁS,Edealina,2010,66246.34375,3821,17337.43945312,Produto Interno Bruto per capita,2,3.8
4286,1287,SERGIPE,Neópolis,2010,131290.34375,19538,6719.74023438,Produto Interno Bruto per capita,1,8
4287,2189,PARAÍBA,Bananeiras,2010,92732.09375,22316,4155.41015625,Produto Interno Bruto per capita,1,8.7
4288,25,RIO GRANDE DO SUL,Arroio dos Ratos,2010,120845.828125,14181,8521.66992188,Produto Interno Bruto per capita,1,4.3
4289,1439,MATO GROSSO DO SUL,Dois Irmãos do Buriti,2010,97025.5625,9643,10061.75976562,Produto Interno Bruto per capita,2,3.5
4290,3778,SÃO PAULO,Guarantã,2010,126651.2890625,6680,18959.76953125,Produto Interno Bruto per capita,2,7.6
4291,593,RIO GRANDE DO SUL,São Francisco de Paula,2010,322701.8125,22503,14340.38964844,Produto Interno Bruto per capita,2,5.1
4292,4,RIO GRANDE DO SUL,Sapucaia do Sul,2010,1767158.5,126316,13989.98046875,Produto Interno Bruto per capita,2,4.5
4293,364,RIO GRANDE DO SUL,Campo Novo,2010,72882.3671875,5419,13449.41015625,Produto Interno Bruto per capita,2,4.4
4294,733,AMAZONAS,Ipixuna,2010,85468.484375,18202,4695.54980469,Produto Interno Bruto per capita,1,7.8
4295,5313,PIAUÍ,Santo Antônio dos Milagres,2010,5770.28222656,2032,2839.70996094,Produto Interno Bruto per capita,1,6.3
4296,2622,MINAS GERAIS,Patos de Minas,2010,1734816,139841,12405.62988281,Produto Interno Bruto per capita,2,7.1
4297,1749,MARANHÃO,Santa Helena,2010,105130.609375,35472,2963.76000977,Produto Interno Bruto per capita,1,6.2
4298,740,ALAGOAS,Rio Largo,2010,364321.25,67797,5373.70996094,Produto Interno Bruto per capita,1,8.5
4299,5176,SANTA CATARINA,Armazém,2010,88796.65625,7650,11607.41015625,Produto Interno Bruto per capita,2,7.7
4300,5517,SANTA CATARINA,Romelândia,2010,62736.05078125,5760,10891.6796875,Produto Interno Bruto per capita,2,5.8
4301,281,BAHIA,São Félix,2010,70210.15625,16208,4331.81982422,Produto Interno Bruto per capita,1,9.4
4302,4324,BAHIA,Camamu,2010,149328.40625,32881,4541.47998047,Produto Interno Bruto per capita,1,9.4
4303,2397,PARÁ,Xinguara,2010,419696.09375,40529,10355.45019531,Produto Interno Bruto per capita,2,6.8
4304,2713,MINAS GERAIS,Piracema,2010,53671.14453125,6785,7910.25976562,Produto Interno Bruto per capita,1,5
4305,3868,PARANÁ,Lindoeste,2010,56746.328125,5419,10471.73046875,Produto Interno Bruto per capita,2,3.4
4306,1774,MARANHÃO,Montes Altos,2010,34996.8828125,8914,3926.06005859,Produto Interno Bruto per capita,1,7.1
4307,3399,MINAS GERAIS,Virgolândia,2010,29363.0703125,5819,5046.06982422,Produto Interno Bruto per capita,1,6.6
4308,2056,MARANHÃO,Anapurus,2010,66122.6875,13257,4987.75976562,Produto Interno Bruto per capita,1,5.5
4309,4961,SANTA CATARINA,Sombrio,2010,341365.5,25553,13359.12011719,Produto Interno Bruto per capita,2,6.4
4310,848,PIAUÍ,Campo Maior,2010,250481.984375,46068,5437.22021484,Produto Interno Bruto per capita,1,7
4311,2363,PARÁ,Santarém Novo,2010,21127.81835938,6347,3328.79003906,Produto Interno Bruto per capita,1,7.8
4312,5488,TOCANTINS,Aparecida do Rio Negro,2010,40615.37109375,4200,9670.33007812,Produto Interno Bruto per capita,2,5.9
4313,149,BAHIA,Piritiba,2010,84142.8046875,26265,3203.61010742,Produto Interno Bruto per capita,1,8.6
4314,790,ALAGOAS,Piaçabuçu,2010,66745.765625,18087,3690.26000977,Produto Interno Bruto per capita,1,9.4
4315,571,RIO GRANDE DO SUL,Ronda Alta,2010,145564.03125,9865,14755.59960938,Produto Interno Bruto per capita,2,3.5
4316,4261,SÃO PAULO,Catiguá,2010,92067.9375,7250,12699.03027344,Produto Interno Bruto per capita,2,7.1
4317,4288,SÃO PAULO,Dracena,2010,575597.5,44309,12990.53027344,Produto Interno Bruto per capita,2,5.8
4318,471,RIO GRANDE DO SUL,Taquari,2010,376346.8125,26626,14134.55957031,Produto Interno Bruto per capita,2,4.1
4319,1369,AMAPÁ,Santana,2010,1104524.875,97220,11361.08984375,Produto Interno Bruto per capita,2,12.9
4320,491,RIO GRANDE DO SUL,Tapejara,2010,461480.8125,19147,24101.99023438,Produto Interno Bruto per capita,3,4.2
4321,1450,MATO GROSSO DO SUL,Itaquiraí,2010,190196.3125,17603,10804.76953125,Produto Interno Bruto per capita,2,4.6
4322,2377,PARAÍBA,Parari,2010,9518.77734375,1266,7518.77978516,Produto Interno Bruto per capita,1,9.1
4323,373,RIO GRANDE DO SUL,Condor,2010,164325.484375,6873,23908.83984375,Produto Interno Bruto per capita,3,4.3
4324,2717,MINAS GERAIS,Piranguinho,2010,45661.71875,8227,5550.22998047,Produto Interno Bruto per capita,1,5.1
4325,4243,SÃO PAULO,Cajobi,2010,114091.1171875,10009,11398.84960938,Produto Interno Bruto per capita,2,7.4
4326,1453,MATO GROSSO DO SUL,Jaraguari,2010,85222.7421875,5776,14754.62988281,Produto Interno Bruto per capita,2,4.8
4327,2372,PARÁ,São Sebastião da Boa Vista,2010,54654.15625,21874,2498.59008789,Produto Interno Bruto per capita,1,8.2
4328,4783,SÃO PAULO,Ribeirão dos Índios,2010,29097.18359375,2317,12558.12988281,Produto Interno Bruto per capita,2,6.8
4329,3884,PARANÁ,Prudentópolis,2010,412503.53125,51008,8087.04003906,Produto Interno Bruto per capita,1,4.7
4330,884,TOCANTINS,Rio da Conceição,2010,13009.80957031,1530,8503.13964844,Produto Interno Bruto per capita,1,6.9
4331,1634,MARANHÃO,Icatu,2010,73257.6875,25557,2866.43994141,Produto Interno Bruto per capita,1,6.7
4332,4545,SÃO PAULO,Itaju,2010,43299.421875,2714,15954.09960938,Produto Interno Bruto per capita,2,6.2
4333,2255,PARÁ,Curralinho,2010,55652.5234375,27543,2020.56994629,Produto Interno Bruto per capita,1,7.7
4334,4127,MATO GROSSO,Cáceres,2010,852738.875,87261,9772.28027344,Produto Interno Bruto per capita,2,6.1
4335,2967,PARANÁ,Boa Esperança,2010,105978.96875,4742,22349,Produto Interno Bruto per capita,3,5.7
4336,902,GOIÁS,Itapaci,2010,133968.1875,17086,7840.81982422,Produto Interno Bruto per capita,1,4.4
4337,4933,SANTA CATARINA,São Lourenço do Oeste,2010,515054.65625,23015,22379.08984375,Produto Interno Bruto per capita,3,6.1
4338,1026,PIAUÍ,Agricolândia,2010,15957.76660156,5094,3132.65991211,Produto Interno Bruto per capita,1,5
4339,876,GOIÁS,Indiara,2010,124832.4609375,13364,9340.95019531,Produto Interno Bruto per capita,1,4.2
4340,2188,PARAÍBA,Baía da Traição,2010,36386.1875,7966,4567.68994141,Produto Interno Bruto per capita,1,8.9
4341,340,RIO GRANDE DO SUL,Santa Tereza,2010,24639.33789062,1893,13016.03027344,Produto Interno Bruto per capita,2,3.7
4342,399,RIO GRANDE DO SUL,Victor Graeff,2010,81178.4609375,3120,26018.74023438,Produto Interno Bruto per capita,3,3.4
4343,3902,PARANÁ,Morretes,2010,110162.96875,17000,6480.16992188,Produto Interno Bruto per capita,1,3.5
4344,2478,MARANHÃO,São Benedito do Rio Preto,2010,54039.44921875,17818,3032.86010742,Produto Interno Bruto per capita,1,7.1
4345,2785,MINAS GERAIS,Antônio Carlos,2010,101540.734375,11624,8735.44042969,Produto Interno Bruto per capita,1,4.9
4346,5555,TOCANTINS,Riachinho,2010,22912.19140625,3808,6016.85986328,Produto Interno Bruto per capita,1,5.5
4347,5205,SANTA CATARINA,Bandeirante,2010,32892.89453125,3095,10627.75,Produto Interno Bruto per capita,2,6.5
4348,247,BAHIA,Wanderley,2010,59737.21875,13252,4507.79003906,Produto Interno Bruto per capita,1,9.8
4349,5132,SÃO PAULO,Jacareí,2010,4832375.5,212824,22705.97070312,Produto Interno Bruto per capita,3,6.7
4350,5148,PIAUÍ,Marcos Parente,2010,15200.04785156,4297,3537.36010742,Produto Interno Bruto per capita,1,5.6
4351,4064,PARANÁ,Rolândia,2010,1135146.75,56352,20143.859375,Produto Interno Bruto per capita,2,5.7
4352,4506,BAHIA,Itamaraju,2010,508954.0625,67803,7506.35986328,Produto Interno Bruto per capita,1,9.5
4353,5478,SANTA CATARINA,Presidente Getúlio,2010,276782.78125,14392,19231.7109375,Produto Interno Bruto per capita,2,6.9
4354,2073,RIO GRANDE DO NORTE,São Tomé,2010,42415.359375,11501,3687.9699707,Produto Interno Bruto per capita,1,9.3
4355,3421,MINAS GERAIS,Estrela do Indaiá,2010,38553.88671875,3787,10180.58984375,Produto Interno Bruto per capita,2,5
4356,1843,RIO DE JANEIRO,Volta Redonda,2010,8394797,261403,32114.390625,Produto Interno Bruto per capita,3,7.3
4357,3702,PERNAMBUCO,Cabo de Santo Agostinho,2010,3826487.25,171583,22301.08984375,Produto Interno Bruto per capita,3,8.2
4358,3464,PERNAMBUCO,Orocó,2010,101487.140625,14279,7107.43994141,Produto Interno Bruto per capita,1,8.5
4359,2412,PARAÍBA,Catingueira,2010,21923.02539062,5006,4379.35009766,Produto Interno Bruto per capita,1,7.9
4360,2554,PARAÍBA,Umbuzeiro,2010,39061.546875,9450,4133.5,Produto Interno Bruto per capita,1,8.7
4361,128,RIO GRANDE DO SUL,Paverama,2010,72262.53125,7841,9215.98046875,Produto Interno Bruto per capita,1,5.6
4362,738,ACRE,Porto Walter,2010,64432.35546875,8855,7276.37988281,Produto Interno Bruto per capita,1,4
4363,1800,RIO GRANDE DO NORTE,Equador,2010,31079.23632812,6084,5108.35986328,Produto Interno Bruto per capita,1,10.3
